dijkstra
100
78,0,None
86,0.0504376710304,78
63,0.220957514187,86
67,0.249176220068,78
76,0.384164622497,86
85,0.552322013373,63
14,0.653854982953,78
69,0.754070808664,67
11,0.776473793823,69
4,0.779390147258,14
49,0.791174009308,76
92,0.791955396547,86
41,0.793481018163,69
0,0.799537066201,4
99,0.80667441635,14
74,0.867886197799,78
54,0.868080548276,69
2,0.871572798547,41
34,0.889126134679,49
26,0.904139347103,74
94,0.910466984731,92
10,0.914834488175,94
93,0.920403730092,14
81,0.945009343339,26
97,0.947481955203,99
15,0.957568157318,2
25,0.963982762795,54
21,0.965251214729,49
48,0.975663490122,11
90,0.981066645418,97
61,0.991871407831,74
71,0.998824954042,74
59,1.02221594044,54
57,1.02720886065,93
96,1.02722161675,81
45,1.03854697464,21
50,1.05868988831,85
77,1.06162572475,15
56,1.06428735854,93
65,1.07400134212,26
12,1.08032317332,90
88,1.09369659333,49
1,1.11561185123,88
27,1.13201743836,26
32,1.14396293523,81
58,1.14902800028,54
6,1.15515229614,32
22,1.15906548101,81
28,1.17327303024,67
83,1.17819607445,12
73,1.18580266123,0
16,1.18877738566,48
29,1.2030680642,45
43,1.21771059585,12
9,1.22695875385,94
75,1.23992458577,26
98,1.24245214409,63
89,1.2473045178,57
51,1.24796574766,99
40,1.25846884134,51
42,1.2637193019,56
37,1.28157534064,86
55,1.28922635664,56
60,1.31023513451,58
84,1.33592158056,74
62,1.40247765545,51
82,1.41965834318,84
91,1.42852219775,88
87,1.42919056109,89
33,1.46809663984,10
36,1.47215213781,48
52,1.48738911332,0
39,1.51412440343,94
53,1.51574551222,37
47,1.51885523697,49
35,1.54049304086,97
30,1.54981101703,10
19,1.58592244019,30
79,1.60469747213,84
20,1.61492839905,43
24,1.62949200009,10
66,1.6370696286,24
44,1.66756462962,25
31,1.67657611296,32
5,1.68046345685,37
70,1.76658342023,55
72,1.84139592898,50
8,1.84518065569,88
13,1.88223530029,20
7,1.90658276867,60
64,1.91089331523,30
80,1.97894399727,66
68,1.98769832592,27
23,2.03200679267,74
46,2.14455741877,43
95,2.15201249629,43
18,2.19528113768,73
3,2.2355976939,45
17,2.34857880837,8
38,3.18171425138,66
