dijkstra
1000
247,0,None
736,0.0215318675442,247
986,0.0266943639699,736
155,0.0270311842637,247
196,0.0319835643565,986
288,0.0346866487527,196
32,0.0349332146973,155
638,0.0370987880337,155
421,0.038750629024,638
953,0.0414754017755,736
684,0.0422081936769,247
872,0.0422922362142,196
913,0.0429595676038,872
56,0.0447059023795,421
813,0.0469661447157,196
376,0.0470811538218,32
252,0.0472486626193,196
734,0.0479508629632,953
87,0.0485639013263,196
406,0.048713409788,638
558,0.0491032507312,87
820,0.0492909556684,376
642,0.049860915071,736
142,0.0502019238374,421
746,0.050453333961,142
935,0.0506766989446,32
443,0.05093374659,288
830,0.0510457104654,820
523,0.0512949022659,638
109,0.0517783328586,986
448,0.0534260752921,109
997,0.0550733869711,288
190,0.0553070474294,155
213,0.0554073470515,155
340,0.0558297077986,638
978,0.0558626418135,830
354,0.055919407567,32
639,0.0560595784955,288
475,0.0566949695753,376
695,0.0574727895646,421
301,0.0578077946536,448
687,0.0578631801584,475
750,0.0579026842625,32
625,0.0587352549351,872
757,0.0590367062131,684
834,0.0601899321308,109
84,0.0602651836282,625
134,0.0603835294235,142
324,0.0605712067279,813
271,0.0607975407578,834
809,0.061772445185,109
629,0.0620371295211,638
537,0.0623643644884,56
232,0.0628549893628,252
106,0.0629031600504,872
352,0.0629641298377,684
192,0.0633316401039,978
649,0.0634423450657,638
584,0.0634656304968,986
712,0.0635011987825,736
409,0.0638269238343,106
717,0.0639472422857,687
26,0.0640100561772,537
645,0.0640475106008,288
545,0.0642574545558,757
346,0.0643231062437,913
572,0.0645335013481,252
633,0.0646662321872,639
479,0.0646966841043,109
350,0.0646970369286,192
840,0.0647705192924,633
429,0.0648558505535,190
292,0.0650145354039,32
574,0.065228903101,26
276,0.0656398770949,376
823,0.0656440820374,252
782,0.0657162959482,106
870,0.0658470246188,276
774,0.0658941392841,712
476,0.0658956526395,913
690,0.0660902397976,809
274,0.0661581321788,106
597,0.066193787137,155
731,0.0663255152165,406
223,0.0665068474669,26
904,0.0665729325354,584
623,0.0670697672752,872
41,0.0672923365743,350
328,0.0673716628142,271
559,0.0673951427467,809
689,0.067497309956,346
404,0.0677438741823,276
718,0.0679864096,935
130,0.0680089051263,274
91,0.0682956516995,340
465,0.0684788886345,639
807,0.0685208067577,87
66,0.0685238230376,274
181,0.0685768771583,642
742,0.0686558783025,324
307,0.0687442990043,809
944,0.0687915434997,476
53,0.0690029964564,684
203,0.0692270235596,223
418,0.0694399213495,690
88,0.0697392422583,953
563,0.0698291462583,757
878,0.069971177589,91
565,0.0701128508434,629
327,0.0701260523084,572
